Original Name,Test Case Name,Test Type,Label
STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION FGUP CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF CHEMISTRY AND MECHANICS,Rhodd STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION FGUP CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF CHEMISTRY AND MECHANICS,Fuzzy Match,Match
ABAR PETROLEUM SERVICE SAL,Ashley Ashley ABAR PETROLEUM SERVICE SAL,Fuzzy Match,Match
LEADER (HONG KONG) INTERNATIONAL TRADING LIMITED,Miller Miller LEADER (HONG KONG) INTERNATIONAL TRADING LIMITED,Fuzzy Match,Match
CECEP EDITORES S.A.,Thomas Thomas CECEP EDITORES S.A.,Fuzzy Match,Match
SEPASAD ENGINEERING COMPANY,Stewart Stewart SEPASAD ENGINEERING COMPANY,Fuzzy Match,Match
AL-BUSTAN CHARITY,Hires Hires AL-BUSTAN CHARITY,Fuzzy Match,Match
BIO CORPORATION,Williams Williams BIO CORPORATION,Fuzzy Match,Match
RIVIERA SUNRISE RESORT & SPA,Kent Kent RIVIERA SUNRISE RESORT & SPA,Fuzzy Match,Match
MIDCO FINANCE S.A.,Hitt Hitt MIDCO FINANCE S.A.,Fuzzy Match,Match
NATIONAL IRANIAN OIL REFINING AND DISTRIBUTION COMPANY,Bunnell Bunnell NATIONAL IRANIAN OIL REFINING AND DISTRIBUTION COMPANY,Fuzzy Match,Match
KORA MEDIA CORPORATION LTD,Martin Martin KORA MEDIA CORPORATION LTD,Fuzzy Match,Match
PUBLIC JOINT STOCK COMPANY AMURSKY SHIPBUILDING PLANT,Baker Baker PUBLIC JOINT STOCK COMPANY AMURSKY SHIPBUILDING PLANT,Fuzzy Match,Match
MUNSA INTERNATIONAL INVESMENTS S.A.,Mavins Mavins MUNSA INTERNATIONAL INVESMENTS S.A.,Fuzzy Match,Match
"FORPRES, S.C.","Robillard Robillard FORPRES, S.C.",Fuzzy Match,Match
LIBERTY SHIPPING CO LTD,Perry Perry LIBERTY SHIPPING CO LTD,Fuzzy Match,Match
SCIENTIFIC STUDIES AND RESEARCH CENTER,Sutton Sutton SCIENTIFIC STUDIES AND RESEARCH CENTER,Fuzzy Match,Match
AL-AQSA,Schippers Schippers AL-AQSA,Fuzzy Match,Match
NPF OTKRITIE GROUP,Weyer Weyer NPF OTKRITIE GROUP,Fuzzy Match,Match
SHAHID ESLAMI RESEARCH CENTER,Ladd Ladd SHAHID ESLAMI RESEARCH CENTER,Fuzzy Match,Match
"SISTEMAS ELITE DE SEGURIDAD PRIVADA, S.A. DE C.V.","Thompson Thompson SISTEMAS ELITE DE SEGURIDAD PRIVADA, S.A. DE C.V.",Fuzzy Match,Match
CORPORACION DE INVERSIONES EMPRESARIALES S.A.,Jenkins Jenkins CORPORACION DE INVERSIONES EMPRESARIALES S.A.,Fuzzy Match,Match
"WAN MIN, Wan Mat","Janet Janet Janet WAN MIN, Wan Mat",Fuzzy Match,Match
"DJIBO, Ousmane Illiassou","Christopher Christopher Christopher DJIBO, Ousmane Illiassou",Fuzzy Match,Match
"HAN, Kwon U","Julia Julia Julia HAN, Kwon U",Fuzzy Match,Match
"AL-ADANI, Abu Sulayman","Frank Frank Frank AL-ADANI, Abu Sulayman",Fuzzy Match,Match
"SHELESTENKO, Hennadiy Oleksandrovych","Debra Debra Debra SHELESTENKO, Hennadiy Oleksandrovych",Fuzzy Match,Match
"FLORES CACHO, Alejandro","Zachary Zachary Zachary FLORES CACHO, Alejandro",Fuzzy Match,Match
"GUZMAN LOPEZ, Ovidio","Steve Steve Steve GUZMAN LOPEZ, Ovidio",Fuzzy Match,Match
"CHEN, Quanguo","Kay Kay Kay CHEN, Quanguo",Fuzzy Match,Match
"DOLUDA, Nikolay Aleksandrovich","Teresa Teresa Teresa DOLUDA, Nikolay Aleksandrovich",Fuzzy Match,Match
"KADYROVA, Tabarik Ramzanovna","Bernice Bernice Bernice KADYROVA, Tabarik Ramzanovna",Fuzzy Match,Match
"GONCHAROV, Nikolay Aleksandrovich","Green GONCHAROV, Nikolay Aleksandrovich",Fuzzy Match,Match
"SIERRA ARIAS, Eddy Manuel","Peterson SIERRA ARIAS, Eddy Manuel",Fuzzy Match,Match
"AGHA, Torek","Barnes AGHA, Torek",Fuzzy Match,Match
"JOK RIAK, Gabriel","Lipscomb JOK RIAK, Gabriel",Fuzzy Match,Match
"BUCARAN PARAGUAN, Chaim Jose","Hess BUCARAN PARAGUAN, Chaim Jose",Fuzzy Match,Match
"AL-ASSAD, Maher","Beaudry AL-ASSAD, Maher",Fuzzy Match,Match
"SHAMKHANI, Ali","Brill SHAMKHANI, Ali",Fuzzy Match,Match
"PANARO, Nicola","Rodgers PANARO, Nicola",Fuzzy Match,Match
"ZAKARIA, Zaini","Simpson ZAKARIA, Zaini",Fuzzy Match,Match
"PEREZ VERDUZCO, Roberto","Robertson PEREZ VERDUZCO, Roberto",Fuzzy Match,Match
"VORONOVSKIY, Anatoliy","Smith Smith VORONOVSKIY, Anatoliy",Fuzzy Match,Match
"KERIMOV, Suleiman Abusaidovich","Tardif Tardif KERIMOV, Suleiman Abusaidovich",Fuzzy Match,Match
"JELISIC, Goran","Turner Turner JELISIC, Goran",Fuzzy Match,Match
"QASIR, Muhammad","Winters Winters QASIR, Muhammad",Fuzzy Match,Match
"MENDEZ VARGAS, Jose de Jesus","Kelsheimer Kelsheimer MENDEZ VARGAS, Jose de Jesus",Fuzzy Match,Match
"AL-FAQIH, Abd al-Rahman","Drelick Drelick AL-FAQIH, Abd al-Rahman",Fuzzy Match,Match
"GOVYRIN, Alexey","King King GOVYRIN, Alexey",Fuzzy Match,Match
"PANARO, Sebastiano","Jackson Jackson PANARO, Sebastiano",Fuzzy Match,Match
"ARTAMONOVA, Valentina Nikolayevna","Ruby Ruby ARTAMONOVA, Valentina Nikolayevna",Fuzzy Match,Match
"FRANCO QUINTERO, Rafael Antonio","King King FRANCO QUINTERO, Rafael Antonio",Fuzzy Match,Match
"PANTUS, Dmitry Aleksandrovich","Dupont Gregg PANTUS, Dmitry Aleksandrovich",Fuzzy Match,Match
"NOVITSKY, Evgeny Grigorievich","Monson Rogers NOVITSKY, Evgeny Grigorievich",Fuzzy Match,Match
"ZEPEDA ESPARZA, Olga Maria","Girard Stegman ZEPEDA ESPARZA, Olga Maria",Fuzzy Match,Match
"AYAD, Adnan","Thorton Hatton AYAD, Adnan",Fuzzy Match,Match
"KIM, Kang Jin","Paar Freitag KIM, Kang Jin",Fuzzy Match,Match
"DIANAT, Amir","Copes Right DIANAT, Amir",Fuzzy Match,Match
"ZADORNOV, Mikhail Mikhaylovich","Cotten Echols ZADORNOV, Mikhail Mikhaylovich",Fuzzy Match,Match
"SULAYMAN, Akram","Kron Shyne SULAYMAN, Akram",Fuzzy Match,Match
"DANIEL, Saw","Alvarez Kenoyer DANIEL, Saw",Fuzzy Match,Match
"KARADZIC, Aleksandar","Gaskamp Slaton KARADZIC, Aleksandar",Fuzzy Match,Match
ZAGROS TARABARAN-E ARYA,Prather ZAGROS TARABARAN-E ARYA,Fuzzy Match,Match
ANDA COMPANY,Gonzalez ANDA COMPANY,Fuzzy Match,Match
CITY PHARMA SARL,Haigh CITY PHARMA SARL,Fuzzy Match,Match
JOINT STOCK COMPANY CONCERN AVTOMATIKA,Hindman JOINT STOCK COMPANY CONCERN AVTOMATIKA,Fuzzy Match,Match
AGRICOLA GAXIOLA S.A. DE C.V.,Calderon AGRICOLA GAXIOLA S.A. DE C.V.,Fuzzy Match,Match
BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,Hawkins BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,Fuzzy Match,Match
DIGITAL SERVICES EAD,Drexler DIGITAL SERVICES EAD,Fuzzy Match,Match
HAMER AND NAIL CONSTRUCTION LIMITED,Copeland HAMER AND NAIL CONSTRUCTION LIMITED,Fuzzy Match,Match
BANCO DE DESARROLLO ECONOMICO Y SOCIAL DE VENEZUELA,Michaels BANCO DE DESARROLLO ECONOMICO Y SOCIAL DE VENEZUELA,Fuzzy Match,Match
DONGHAI INTERNATIONAL SHIP MANAGEMENT LTD,Bryer DONGHAI INTERNATIONAL SHIP MANAGEMENT LTD,Fuzzy Match,Match
"RICCIO, Mario","DIF RICCIO, Mario RE IM",Fuzzy Match,Match
"LEAL JIMENEZ, Joaquin","IN LEAL JIMENEZ, Joaquin COM CO",Fuzzy Match,Match
"PECHATNIKOV, Anatolii Yuryevich","RE PECHATNIKOV, Anatolii Yuryevich DIF DIS",Fuzzy Match,Match
"DAHI, Yasin Ahmad","DIF DAHI, Yasin Ahmad CO DI",Fuzzy Match,Match
"DE FRUTOS, Jose Ignacio Reta","IM DE FRUTOS, Jose Ignacio Reta IM COM",Fuzzy Match,Match
"JIIS, Yasir","DI JIIS, Yasir DI DE",Fuzzy Match,Match
"SOLOVEV, Sergey Anatolevich","DIS SOLOVEV, Sergey Anatolevich CO DIS",Fuzzy Match,Match
"AL-KURD, Ahmad Harb","MIS AL-KURD, Ahmad Harb DIF DI",Fuzzy Match,Match
"SANYATWE, Anselem Nhamo","IR SANYATWE, Anselem Nhamo MIS RE",Fuzzy Match,Match
"ULBASHEV, Mukharby Magomedovich","RE ULBASHEV, Mukharby Magomedovich DI DIS",Fuzzy Match,Match
"MUZONZINI, Elisha","IM MUZONZINI, Elisha",Fuzzy Match,Match
"JOKIC, Dragan","UN JOKIC, Dragan",Fuzzy Match,Match
"NOGUERA PIETRI, Justo Jose","UN NOGUERA PIETRI, Justo Jose",Fuzzy Match,Match
"VALLE VALLE, Miguel Arnulfo","IN VALLE VALLE, Miguel Arnulfo",Fuzzy Match,Match
"GRAK, Olga Yurievna","IL GRAK, Olga Yurievna",Fuzzy Match,Match
"ABBAS, Yasir","IL 'ABBAS, Yasir",Fuzzy Match,Match
"TRINIDAD, Angelo Ramirez","IL TRINIDAD, Angelo Ramirez",Fuzzy Match,Match
"CHEN, Mei Hsiang","UN CHEN, Mei Hsiang",Fuzzy Match,Match
"YEGANE, Gulnihal","IL YEGANE, Gulnihal",Fuzzy Match,Match
"CHEMEZOV, Sergey Sergeevich","IN CHEMEZOV, Sergey Sergeevich",Fuzzy Match,Match
"TROSHIN, Aleksei Valeryevich","TROSHIN, Aleksei Valeryevich DI DI",Fuzzy Match,Match
"VALLARTA ESCALANTE, Luis Francisco","VALLARTA ESCALANTE, Luis Francisco IL IL",Fuzzy Match,Match
"MAHRI, Mohamed Ben Ahmed","MAHRI, Mohamed Ben Ahmed UN UN",Fuzzy Match,Match
"AZZAM, Mansour Fadlallah","AZZAM, Mansour Fadlallah UN UN",Fuzzy Match,Match
"OTHMAN, Hasan Chehadeh","OTHMAN, Hasan Chehadeh IM IM",Fuzzy Match,Match
"RUDENKO, Miroslav Vladimirovich","RUDENKO, Miroslav Vladimirovich UN UN",Fuzzy Match,Match
"STAUDINGER LEMOINE, Mariana Andrea","STAUDINGER LEMOINE, Mariana Andrea DE DE",Fuzzy Match,Match
"DJERMANE, Kamel","DJERMANE, Kamel IM IM",Fuzzy Match,Match
"RAUF, Hafiz Abdur","RAUF, Hafiz Abdur DIS DIS",Fuzzy Match,Match
"RODRIGUEZ MUCURA, Hildemaro Jose","RODRIGUEZ MUCURA, Hildemaro Jose DE DE",Fuzzy Match,Match
"SUBOTIC, Milan","CIMA SUBOTIC, Milan CIC",Fuzzy Match,Match
"HIJAZI, Kassem Mohamad","CIC HIJAZI, Kassem Mohamad Junior",Fuzzy Match,Match
"VALENZUELA VALENZUELA, Juan Francisco","D.D.S VALENZUELA VALENZUELA, Juan Francisco CFP",Fuzzy Match,Match
"JUM'AH, Hamid","Senior JUM'AH, Hamid ChFC",Fuzzy Match,Match
"BEKETOV, Vladimir Andreyevich","CMT BEKETOV, Vladimir Andreyevich Junior",Fuzzy Match,Match
"MONDACA AVILA, Sigi Alfredo","CFS MONDACA AVILA, Sigi Alfredo Junior",Fuzzy Match,Match
"PLAHOTNIUC, Vladimir","PHD PLAHOTNIUC, Vladimir MASTER",Fuzzy Match,Match
"ALYOKSA, Aleksandr Ivanovich","CFS ALYOKSA, Aleksandr Ivanovich CMT",Fuzzy Match,Match
"HOSSEINI, Sayyed Jabar","CMT HOSSEINI, Sayyed Jabar MASTER",Fuzzy Match,Match
"AL-AMIRI, Adnan Talib Hassim","CMT AL-AMIRI, Adnan Talib Hassim CFS",Fuzzy Match,Match
"RYABTSEVA, Zhanna Anatolyevna","RYABTSEVA, Zhanna Anatolyevna Esquire",Fuzzy Match,Match
"YEFIMOV, Vitaly Borisovich","YEFIMOV, Vitaly Borisovich PHD",Fuzzy Match,Match
"LOPEZ AISPURO, Armando","LOPEZ AISPURO, Armando Junior",Fuzzy Match,Match
"PETRUNIN, Nikolay Yuryevich","PETRUNIN, Nikolay Yuryevich Senior",Fuzzy Match,Match
"ALAUDINOV, Apti Kharonovich","ALAUDINOV, Apti Kharonovich Senior",Fuzzy Match,Match
"YAGUBOV, Gennady Vladimirovich","YAGUBOV, Gennady Vladimirovich Senior",Fuzzy Match,Match
"LEAL JIMENEZ, Joaquin","LEAL JIMENEZ, Joaquin Senior",Fuzzy Match,Match
"'ABDU, Abdallah","'ABDU, Abdallah Senior",Fuzzy Match,Match
"HASSAN, Abu Yasir","HASSAN, Abu Yasir Junior",Fuzzy Match,Match
"GAGAALE, Abdikarim Hussein","GAGAALE, Abdikarim Hussein PHD",Fuzzy Match,Match
"ASADOLLAH, Hossein","D.D.S ASADOLLAH, Hossein D.D.S",Fuzzy Match,Match
"GAYE, Haroun","CFS GAYE, Haroun CFS",Fuzzy Match,Match
"EL ABBOUBI, Anas","CFS EL ABBOUBI, Anas CFS",Fuzzy Match,Match
"AZAD, Khan Mohammad","PHD AZAD, Khan Mohammad PHD",Fuzzy Match,Match
"QANBAR, Khalid Zaki","CIMA QANBAR, Khalid Zaki CIMA",Fuzzy Match,Match
"AHED AL-ZOUBI, Omran","Esquire AHED AL-ZOUBI, Omran Esquire",Fuzzy Match,Match
"URIBE URIBE, Miguel Angel","PHD URIBE URIBE, Miguel Angel PHD",Fuzzy Match,Match
"QADHAFI, Ayesha","D.D.S QADHAFI, Ayesha D.D.S",Fuzzy Match,Match
"STREMOUSOV, Kyrylo Serhiyovych","CMT STREMOUSOV, Kyrylo Serhiyovych CMT",Fuzzy Match,Match
"MAHSOULI, Sadeq","CIMA MAHSOULI, Sadeq CIMA",Fuzzy Match,Match
"DUGIN, Aleksandr","DUGIN, Aleksandr D.D.S",Fuzzy Match,Match
"RYAZANTSEV, Oleg Nikolayevich","RYAZANTSEV, Oleg Nikolayevich PHD",Fuzzy Match,Match
"WEI, Zhao","WEI, Zhao PHD",Fuzzy Match,Match
"KARPIANKOU, Mikalai","KARPIANKOU, Mikalai D.D.S",Fuzzy Match,Match
"RABIEE, Hamid Reza","RABIEE, Hamid Reza MASTER",Fuzzy Match,Match
"LOPEZ, Jose Francisco","LOPEZ, Jose Francisco CFP",Fuzzy Match,Match
"KAMMOUN, Mehdi","KAMMOUN, Mehdi Jr.",Fuzzy Match,Match
"LABRA AVILES, Jesus Abraham","LABRA AVILES, Jesus Abraham CFP",Fuzzy Match,Match
"PRIMUS, Tramayne John","PRIMUS, Tramayne John CFP",Fuzzy Match,Match
"KOLEDA, Mariya Vasilyevna","KOLEDA, Mariya Vasilyevna CFS",Fuzzy Match,Match
"ABU MARZOOK, Mousa Mohammed","ABU MARZOOK, Mousa MohammedCMT CMT",Fuzzy Match,Match
"ABBAS, Muhammad","ABBAS, MuhammadChFC ChFC",Fuzzy Match,Match
"CORREA SALAS, Euclides","CORREA SALAS, EuclidesEsquire Esquire",Fuzzy Match,Match
"GERASIMOV, Valery","GERASIMOV, ValeryD.D.S D.D.S",Fuzzy Match,Match
"BARAKHOYEV, Mukharbek Oybertovich","BARAKHOYEV, Mukharbek OybertovichD.D.S D.D.S",Fuzzy Match,Match
"PALACIO ADARVE, John Ricardo","PALACIO ADARVE, John RicardoChFC ChFC",Fuzzy Match,Match
"SANTIC, Vladimir","SANTIC, VladimirPHD PHD",Fuzzy Match,Match
"TARABAIN CHAMAS, Mohamad","TARABAIN CHAMAS, MohamadJr. Jr.",Fuzzy Match,Match
"MANUYLOV, Aleksandr Leonidovich","MANUYLOV, Aleksandr LeonidovichCIC CIC",Fuzzy Match,Match
"DWIKARNA, Agus","DWIKARNA, AgusChFC ChFC",Fuzzy Match,Match
"AL-HAMMADI, Hamid Yusif"," Lord  Lord AL-HAMMADI, Hamid Yusif",Fuzzy Match,Match
"NOOSHIN, Seyed Mirahmad","Miss Miss NOOSHIN, Seyed Mirahmad",Fuzzy Match,Match
"BUTKA, Spiro"," Lord  Lord BUTKA, Spiro",Fuzzy Match,Match
"VASIC, Dragomir","Lady Lady VASIC, Dragomir",Fuzzy Match,Match
"FAWAZ, Mustapha Reda Darwish","Mrs Mrs FAWAZ, Mustapha Reda Darwish",Fuzzy Match,Match
"LEBEDEV, Yevgeny Viktorovich"," Lord  Lord LEBEDEV, Yevgeny Viktorovich",Fuzzy Match,Match
"HOJATI, Mohsen","Lady Lady HOJATI, Mohsen",Fuzzy Match,Match
"MALEKOUTI POUR, Hamidreza","Sir Sir MALEKOUTI POUR, Hamidreza",Fuzzy Match,Match
"DAR, Muhammad Harris","Lady Lady DAR, Muhammad Harris",Fuzzy Match,Match
"JABER, Mohammad","Mrs Mrs JABER, Mohammad",Fuzzy Match,Match
"HAMMAD, Fathi Ahmad Mohammad","Miss HAMMAD, Fathi Ahmad Mohammad",Fuzzy Match,Match
"JUM'AH, Hamid","Lady JUM'AH, Hamid",Fuzzy Match,Match
"VAKILI, Mohammad","Mrs VAKILI, Mohammad",Fuzzy Match,Match
"UDIN, Mohamad Rafi","Cllr UDIN, Mohamad Rafi",Fuzzy Match,Match
"AFANASYEV, Dmitriy Valeryevich","Miss AFANASYEV, Dmitriy Valeryevich",Fuzzy Match,Match
"AL-TIKRITI, Sa'd Sabawi Ibrahim Hasan","Sir AL-TIKRITI, Sa'd Sabawi Ibrahim Hasan",Fuzzy Match,Match
"SAWADJAAN, Hatib Hajan","Sir SAWADJAAN, Hatib Hajan",Fuzzy Match,Match
"KATRANGI, Houssam","Cllr KATRANGI, Houssam",Fuzzy Match,Match
"YAZBECK, Ahmad Mohamad"," Lord YAZBECK, Ahmad Mohamad",Fuzzy Match,Match
"VELASQUEZ CABALLERO, Ivan","Sir VELASQUEZ CABALLERO, Ivan",Fuzzy Match,Match
VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,Fuzzy Match,Match
ORANGE VOLUNTEERS,ORANGE VOLUNTEERS,Fuzzy Match,Match
RUSSIAN DIRECT INVESTMENT FUND,RUSSIAN DIRECT INVESTMENT FUND,Fuzzy Match,Match
IRANO HIND SHIPPING COMPANY LTD,IRANO HIND SHIPPING COMPANY LTD,Fuzzy Match,Match
AGROPECUARIA MAIS SOCIEDAD POR ACCIONES SIMPLIFICADA,AGROPECUARIA MAIS SOCIEDAD POR ACCIONES SIMPLIFICADA,Fuzzy Match,Match
HONGYUAN MARINE CO LTD,HONGYUAN MARINE CO LTD,Fuzzy Match,Match
TSARGRAD-KULTURA OOO,TSARGRAD-KULTURA OOO,Fuzzy Match,Match
GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,Fuzzy Match,Match
FORENINGEN AL-AQSA,FORENINGEN AL-AQSA,Fuzzy Match,Match
L.D. LANDAU INSTITUTE FOR THEORETICAL PHYSICS OF RUSSIAN ACADEMY OF SCIENCES, ,Fuzzy Match,Match
AL-ITIHAAD AL-ISLAMIYA,AL-ITIHAAD AL-ISLAMIYA,Fuzzy Match,Match
FLEURETTE PROPERTIES LIMITED,FLEURETTE PROPERTIES LIMITED,Fuzzy Match,Match
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,Fuzzy Match,Match
SHARQ CEMENT,SHARQ CEMENT,Fuzzy Match,Match
TRANSADRIA LTD,TRANSADRIA LTD,Fuzzy Match,Match
STATE ENTERPRISE YALTA SEA TRADING PORT,STATE ENTERPRISE YALTA SEA TRADING PORT,Fuzzy Match,Match
MABROOKA TRADING CO L.L.C.,MABROOKA TRADING CO L.L.C.,Fuzzy Match,Match
INDIAN MUJAHIDEEN,INDIAN MUJAHIDEEN,Fuzzy Match,Match
"TATES DESARROLLO, S.A. DE C.V.","TATES DESARROLLO, S.A. DE C.V.",Fuzzy Match,Match
INVERSIONES ZANZIBAR SOCIEDAD ANONIMA,INVERSIONES ZANZIBAR SOCIEDAD ANONIMA,Fuzzy Match,Match
AO NPP TSIKLON TEST,AO NPP TSIKLON TEST,Fuzzy Match,Match
SYRIAN COMPANY FOR INFORMATION TECHNOLOGY,SYRIAN COMPANY FOR INFORMATION TECHNOLOGY,Fuzzy Match,Match
GOOD SIBLINGS LTD,GOOD SIBLINGS LTD,Fuzzy Match,Match
PROPER IN MANAGEMENT INCORPORATED,PROPER IN MANAGEMENT INCORPORATED,Fuzzy Match,Match
SERCUBA,SERCUBA,Fuzzy Match,Match
CJSC BELBIZNESLIZING,CJSC BELBIZNESLIZING,Fuzzy Match,Match
YOUSSER COMPANY FOR FINANCE AND INVESTMENT,YOUSSER COMPANY FOR FINANCE AND INVESTMENT,Fuzzy Match,Match
ELECTRONIC COMPONENTS INDUSTRIES CO,ELECTRONIC COMPONENTS INDUSTRIES CO,Fuzzy Match,Match
CONSTRUCTORA PIEDRA DEL CASTILLO S.A.S.,CONSTRUCTORA PIEDRA DEL CASTILLO S.A.S.,Fuzzy Match,Match
NEW EASTERN OUTLOOK,NEW EASTERN OUTLOOK,Fuzzy Match,Match
SPRING SP FARM,SPRING SP FARM,Fuzzy Match,Match
ASOCIACION TURISTICA INTERNACIONAL S.C.S.,ASOCIACION TURISTICA INTERNACIONAL S.C.S.,Fuzzy Match,Match
PETROCHEMICAL NON-INDUSTRIAL OPERATIONS & SERVICES CO.,PETROCHEMICAL NON-INDUSTRIAL OPERATIONS & SERVICES CO.,Fuzzy Match,Match
STROYTRANSGAZ GROUP,STROYTRANSGAZ GROUP,Fuzzy Match,Match
AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY,AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY,Fuzzy Match,Match
SOCIETE ELLISSA GROUP CONGO,SOCIETE ELLISSA GROUP CONGO,Fuzzy Match,Match
MODERNA EXPRESS TRANSPORTE DE CARGA LTDA.,MODERNA EXPRESS TRANSPORTE DE CARGA LTDA.,Fuzzy Match,Match
OPEN JOINT STOCK COMPANY SVETLOGORSKKHIMVOLOKNO,OPEN JOINT STOCK COMPANY SVETLOGORSKKHIMVOLOKNO,Fuzzy Match,Match
SBT S.A.,SBT S.A.,Fuzzy Match,Match
COMPAGNIE AERIENNE DES GRANDS LACS,COMPAGNIE AERIENNE DES GRANDS LACS,Fuzzy Match,Match
JOINT STOCK COMPANY ALL-RUSSIAN RESEARCH INSTITUTE SIGNAL,JOINT STOCK COMPANY ALL-RUSSIAN RESEARCH INSTITUTE SIGNAL,Fuzzy Match,Match
SYRIAN ARAB ARMY,SYRIAN ARAB ARMY,Fuzzy Match,Match
A & M MAHAR COMPANY LIMITED,A & M MAHAR COMPANY LIMITED,Fuzzy Match,Match
LLC PROGOROD,LLC PROGOROD,Fuzzy Match,Match
EUROSADRUZHIE OOD,EUROSADRUZHIE OOD,Fuzzy Match,Match
SYRIAN CHAMBER OF SHIPPING,SYRIAN CHAMBER OF SHIPPING,Fuzzy Match,Match
ELEVEN EIGHTY EIGHT LIMITED,ELEVEN EIGHTY EIGHT LIMITED,Fuzzy Match,Match
TOSEE EQTESAD AYANDEHSAZAN COMPANY,TOSEE EQTESAD AYANDEHSAZAN COMPANY,Fuzzy Match,Match
REY INVESTMENT COMPANY,REY INVESTMENT COMPANY,Fuzzy Match,Match
PASKAL OOO,PASKAL OOO,Fuzzy Match,Match
AL-QUDS INTERNATIONAL FOUNDATION,AL-QUDS INTERNATIONAL FOUNDATION,Fuzzy Match,Match
VATO 2002 EOOD,VATO 2002 EOOD,Fuzzy Match,Match
JAHAN ARAS KISH,JAHAN ARAS KISH,Fuzzy Match,Match
DIAMOND TRANSPORTATION LIMITED,DIAMOND TRANSPORTATION LIMITED,Fuzzy Match,Match
AKTSIONERNOE OBSHCHESTVO GOSUDARSTVENNOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE REGION,AKTSIONERNOE OBSHCHESTVO GOSUDARSTVENNOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE REGION,Fuzzy Match,Match
INAGAWA-KAI,INAGAWA-KAI,Fuzzy Match,Match
SOVCOMBANK OPEN JOINT STOCK COMPANY,SOVCOMBANK OPEN JOINT STOCK COMPANY,Fuzzy Match,Match
MINISTRY OF LABOR,MINISTRY OF LABOR,Fuzzy Match,Match
MARONDERA MAPLE LEAF FARM,MARONDERA MAPLE LEAF FARM,Fuzzy Match,Match
ATLAS HOLDING,ATLAS HOLDING,Fuzzy Match,Match
JOINT STOCK COMPANY SANATORIUM DYULBER,JOINT STOCK COMPANY SANATORIUM ,Fuzzy Match,Match
YASA PART,YASA ,Fuzzy Match,Match
IRANIAN OIL PIPELINES AND TELECOMMUNICATION CO.,IRANIAN OIL PIPELINES AND TELECOMMUNICATION ,Fuzzy Match,Match
SHISHEH VA GAS INDUSTRIES GROUP,SHISHEH VA GAS INDUSTRIES ,Fuzzy Match,Match
KOREA INTERNATIONAL CHEMICAL JOINT VENTURE COMPANY,KOREA INTERNATIONAL CHEMICAL JOINT VENTURE ,Fuzzy Match,Match
JOINT STOCK COMPANY PRODUCTION ASSOCIATION NORTHERN MACHINE-BUILDING ENTERPRISE,JOINT STOCK COMPANY PRODUCTION ASSOCIATION NORTHERN MACHINE-BUILDING ,Fuzzy Match,Match
ALFA-DIRECT,ALFA,Fuzzy Match,Match
JONGWE PRINTING AND PUBLISHING COMPANY,JONGWE PRINTING AND PUBLISHING ,Fuzzy Match,Match
TORNADO CASH,TORNADO ,Fuzzy Match,Match
KOREA MYONGDOK SHIPPING CO,KOREA MYONGDOK SHIPPING ,Fuzzy Match,Match
"TOKAREVA, Maiya Nikolaevna", Maiya ,Fuzzy Match,Match
"ZHANG, Longbao", ,Fuzzy Match,Match
"SUFAAT, Yazid", ,Fuzzy Match,Match
"FARASATPOUR, Morteza", ,Fuzzy Match,Match
"DUQUE GAVIRIA, Ivan Roberto"," GAVIRIA, Ivan ",Fuzzy Match,Match
"FARRARA LASHTAR, Mohamed Mohamed"," LASHTAR, Mohamed ",Fuzzy Match,Match
"LOPEZ LONDONO, Henry de Jesus"," LONDONO, Henry de ",Fuzzy Match,Match
"BOONCHUA, Chanchira", ,Fuzzy Match,Match
"TERAOKA, Osamu", ,Fuzzy Match,Match
"CHIT, Khaing Pa Pa", Khaing Pa ,Fuzzy Match,Match
"BASRAI, Murtuza Mustafamunir",Mustafamunir,Fuzzy Match,Match
"SHAFAHI, Ahmad",Ahmad,Fuzzy Match,Match
"ELSHANI, Gafur",Gafur,Fuzzy Match,Match
"GAVRILENKO, Anatolii Anatolyevich",Anatolyevich,Fuzzy Match,Match
"KADYROVA, Medni Musaevna",Musaevna,Fuzzy Match,Match
"ECHEVERRI PAREJA, Oscar Alonso",Alonso,Fuzzy Match,Match
"FARRARA LASHTAR, Mohamed Mohamed",Mohamed,Fuzzy Match,Match
"BARRAGAN BALDERAS, Gilberto",Gilberto,Fuzzy Match,Match
